run_id,fixture_id,experiment,variant,source,status,decision,reason_codes,true_h_mm,h_mm,lower_mm,upper_mm,threshold_mm,error_mm,abs_error_mm,covered,h_raw_mean_mm,h_maxminus_min_mm,maxminus_min_error_mm,burst_sd_mm,u_random_mm,u_scale_mm,u_seg_mm,u_c_mm,interval_width_mm,rho_min_px_per_mm,blur_sigma_mm,michelson_contrast,snr,overshoot_ratio,reproj_rms_px,reproj_max_px,edge_rms_px,lomo_rel_spread,view_tilt_deg,z_mm,hull_margin_mm,jacobian_ratio,scanline_fraction,median_crossings,thickness_over_z,clip_bright_frac,clip_dark_frac,frames_ok,frames_requested,failed_stage,failed_gate,glyph_shape,shape_class,design_h_mm,ink_spread_mm,pose_tilt_deg,pose_z_mm,glyph_plane_offset_mm,glyph_plane_tilt_deg,undistort_enabled,linearize_enabled,algorithm_version,timing_s,safety_class
E_NOMINAL-BAR_I-4.0__base,E_NOMINAL-BAR_I-4.0,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,4.060000,4.058937,4.032616,4.085258,3.654000,-0.001063,0.001063,1,4.058937,4.061425,0.001425,0.003129,0.001183,0.000213,0.015622,0.016001,0.052642,17.916636,0.053984,0.910580,587.230829,0.006116,0.103274,0.201941,0.057051,0.000196,0.505109,,27.000000,1.000043,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,4.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.677182,SAFE
E_NOMINAL-BAR_I-6.0__base,E_NOMINAL-BAR_I-6.0,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,6.060000,6.058167,6.031074,6.085261,5.454000,-0.001833,0.001833,1,6.058167,6.059460,-0.000540,0.003288,0.001243,0.000434,0.015687,0.016470,0.054187,17.876081,0.053696,0.910969,584.972931,0.007031,0.087631,0.173212,0.063943,0.000138,0.425305,,27.000000,1.000070,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,6.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.827426,SAFE
E_NOMINAL-RING_O-1.5__base,E_NOMINAL-RING_O-1.5,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,1.560000,1.569663,1.545121,1.594205,1.404000,0.009663,0.009663,1,1.569663,1.569924,0.009924,0.001514,0.000572,0.000136,0.014855,0.014919,0.049084,17.958509,0.053688,0.874446,485.743796,0.007112,0.117070,0.211798,0.060811,0.000206,0.410719,,27.000000,1.000062,1.000000,4.000000,0.000000,0.000000,0.000000,7,7,,,RING_O,ROUND,1.500000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.497855,SAFE
E_NOMINAL-RING_O-2.0__base,E_NOMINAL-RING_O-2.0,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,2.060000,2.066412,2.042882,2.089942,1.854000,0.006412,0.006412,1,2.066412,2.064190,0.004190,0.001108,0.000419,0.000141,0.014201,0.014304,0.047060,17.887952,0.053737,0.899317,585.214400,0.006848,0.099678,0.187216,0.061962,0.000268,0.319591,,27.000000,1.000072,1.000000,4.000000,0.000000,0.000000,0.000000,7,7,,,RING_O,ROUND,2.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.726811,SAFE
E_NOMINAL-RING_O-3.0__base,E_NOMINAL-RING_O-3.0,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.060571,3.035232,3.085911,2.754000,0.000571,0.000571,1,3.060571,3.058906,-0.001094,0.002257,0.000853,0.000184,0.015183,0.015404,0.050678,17.892783,0.053631,0.907596,598.579554,0.007577,0.066055,0.121457,0.057881,0.000144,0.307327,,27.000000,1.000045,1.000000,4.000000,0.000000,0.000000,0.000000,7,7,,,RING_O,ROUND,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.938990,SAFE
E_NOMINAL-RING_O-4.0__base,E_NOMINAL-RING_O-4.0,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,4.060000,4.058973,4.033015,4.084931,3.654000,-0.001027,0.001027,1,4.058973,4.056708,-0.003292,0.001347,0.000509,0.000235,0.015433,0.015780,0.051916,17.867974,0.053784,0.908337,611.146645,0.007411,0.095257,0.155373,0.060380,0.000136,0.407663,,27.000000,1.000063,1.000000,4.000000,0.000000,0.000000,0.000000,7,7,,,RING_O,ROUND,4.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,4.094574,SAFE
E_NOMINAL-RING_O-6.0__base,E_NOMINAL-RING_O-6.0,E_NOMINAL,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,6.060000,6.059342,6.032501,6.086182,5.454000,-0.000658,0.000658,1,6.059342,6.055153,-0.004847,0.001527,0.000577,0.000389,0.015565,0.016316,0.053681,17.750028,0.053959,0.908940,618.285258,0.007066,0.107767,0.163282,0.057758,0.000186,0.473365,,27.000000,1.000080,1.000000,4.000000,0.000000,0.000000,0.000000,7,7,,,RING_O,ROUND,6.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,4.748906,SAFE
E_RHO-200__base,E_RHO-200,E_RHO,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.061955,3.035370,3.088541,2.754000,0.001955,0.001955,1,3.061955,3.063540,0.003540,0.002757,0.001042,0.000186,0.015940,0.016161,0.053171,17.928293,0.053803,0.910004,603.328480,0.007229,0.081190,0.152730,0.060340,0.000192,0.472167,,27.000000,1.000074,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.623919,DIAGNOSTIC
E_RHO-200-hires__base,E_RHO-200-hires,E_RHO,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.060875,3.041133,3.080616,2.754000,0.000875,0.000875,1,3.060875,3.063157,0.003157,0.001819,0.000687,0.000102,0.011728,0.012001,0.039483,23.857352,0.040331,0.910529,600.280134,0.006984,0.109411,0.187429,0.058921,0.000269,0.383260,,27.000000,1.000061,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,6.151108,DIAGNOSTIC
E_RHO-240__base,E_RHO-240,E_RHO,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_BLUR_SIGMA_MM,3.060000,,,,2.754000,,,,3.059041,3.060936,0.000936,0.005647,0.002134,0.000194,0.019335,0.019606,0.064504,14.933975,0.064064,0.909761,568.794881,0.008553,0.107385,0.181343,0.059633,0.000227,0.455018,,27.000000,1.000042,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,IMAGE_QUALITY,blur_sigma_mm,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,240.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.047879,DIAGNOSTIC
E_RHO-280__base,E_RHO-280,E_RHO,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_BLUR_SIGMA_MM,3.060000,,,,2.754000,,,,3.060310,3.063551,0.003551,0.004965,0.001877,0.000413,0.022216,0.022433,0.073804,12.791779,0.074838,0.908350,365.112131,0.008425,0.122895,0.191983,0.057047,0.000456,0.376493,,27.000000,1.000123,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,IMAGE_QUALITY,blur_sigma_mm,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,280.000000,0.000000,0.000000,True,True,P0-min-1.0.0,2.736323,DIAGNOSTIC
E_RHO-340__base,E_RHO-340,E_RHO,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_BLUR_SIGMA_MM,3.060000,,,,2.754000,,,,3.062493,3.066738,0.006738,0.007534,0.002848,0.000379,0.026971,0.027234,0.089600,10.551954,0.091295,0.905342,296.369531,0.007119,0.133078,0.258762,0.062257,0.000526,0.389625,,27.000000,1.000138,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,IMAGE_QUALITY,blur_sigma_mm,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,340.000000,0.000000,0.000000,True,True,P0-min-1.0.0,2.428627,DIAGNOSTIC
E_RHO-420__base,E_RHO-420,E_RHO,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_BLUR_SIGMA_MM,3.060000,,,,2.754000,,,,3.059277,3.067432,0.007432,0.003345,0.001264,0.000526,0.031545,0.031669,0.104192,8.564632,0.112232,0.893933,95.993882,0.007344,0.100878,0.191978,0.053027,0.000412,0.423726,,27.000000,1.000213,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,IMAGE_QUALITY,blur_sigma_mm,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,420.000000,0.000000,0.000000,True,True,P0-min-1.0.0,2.177731,DIAGNOSTIC
E_THICKNESS-declared__base,E_THICKNESS-declared,E_THICKNESS,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.060693,3.034891,3.086494,2.754000,0.000693,0.000693,1,3.060693,3.056988,-0.003012,0.002229,0.000843,0.000145,0.015469,0.015685,0.051603,17.886547,0.054038,0.909989,654.237144,0.005997,0.099314,0.185123,0.061351,0.000267,0.388258,,27.000000,1.000058,1.000000,2.000000,0.002248,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,-0.450000,0.000000,True,True,P0-min-1.0.0,3.566553,SAFE
E_TILT-0__base,E_TILT-0,E_TILT,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.060495,3.034808,3.086181,2.754000,0.000495,0.000495,1,3.060495,3.062203,0.002203,0.002765,0.001045,0.000172,0.015386,0.015615,0.051373,17.904251,0.053719,0.910132,617.759571,0.005926,0.093695,0.167851,0.059641,0.000205,0.537302,,27.000000,1.000053,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.579792,DIAGNOSTIC
E_TILT-10__base,E_TILT-10,E_TILT,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.059992,3.033921,3.086062,2.754000,-0.000008,0.000008,1,3.059992,3.062855,0.002855,0.001998,0.000755,0.000071,0.015640,0.015848,0.052140,17.598584,0.054171,0.909896,591.213378,0.006881,0.069739,0.094535,0.059387,0.000087,10.300952,,27.000000,1.016443,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,10.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.527700,DIAGNOSTIC
E_TILT-20__base,E_TILT-20,E_TILT,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.061893,3.034064,3.089721,2.754000,0.001893,0.001893,1,3.061893,3.063376,0.003376,0.004122,0.001558,0.000083,0.016666,0.016917,0.055657,16.836382,0.055229,0.909919,595.937936,0.006670,0.069577,0.151640,0.057754,0.000099,20.165101,,27.000000,1.064404,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,20.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.536624,DIAGNOSTIC
E_TILT-30__base,E_TILT-30,E_TILT,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_GEOMETRY,,PHYSICAL_SIZE_NOT_ESTABLISHED_GEOMETRY|GATE_REPROJ_RMS_PX,3.060000,,,,2.754000,,,,3.061343,3.065641,0.005641,0.004388,0.001659,0.000090,0.017646,0.017892,0.058865,15.489601,0.057596,0.910162,581.374672,0.007905,0.271607,0.829736,0.069191,0.000184,30.135993,,27.000000,1.157383,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,GEOMETRY,reproj_rms_px,BAR_I,FLAT_TOP,3.000000,0.030000,30.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.391366,DIAGNOSTIC
E_TILT-40__base,E_TILT-40,E_TILT,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_FIDUCIAL,,FIDUCIAL_MISSING_MARKER,3.060000,,,,2.754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,FIDUCIAL,FIDUCIAL_MISSING_MARKER,BAR_I,FLAT_TOP,3.000000,0.030000,40.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,2.922876,DIAGNOSTIC
E_TILT-50__base,E_TILT-50,E_TILT,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_FIDUCIAL,,FIDUCIAL_MISSING_MARKER,3.060000,,,,2.754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,FIDUCIAL,FIDUCIAL_MISSING_MARKER,BAR_I,FLAT_TOP,3.000000,0.030000,50.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,2.614188,DIAGNOSTIC
N_EXCESS_PERSPECTIVE__base,N_EXCESS_PERSPECTIVE,N_NEGATIVE,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_FIDUCIAL,,FIDUCIAL_MISSING_MARKER,3.060000,,,,2.754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,FIDUCIAL,FIDUCIAL_MISSING_MARKER,BAR_I,FLAT_TOP,3.000000,0.030000,55.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,2.528221,UNSAFE_DETECTABLE
N_GLARE_SATURATION__base,N_GLARE_SATURATION,N_NEGATIVE,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_MICHELSON_CONTRAST,3.060000,,,,2.754000,,,,2.952789,2.960140,-0.099860,0.009520,0.003598,0.000150,0.006703,0.007967,0.026210,17.863291,0.053552,0.068474,,0.000000,0.086220,0.137498,0.060133,0.000232,0.459192,,27.000000,1.000035,0.916667,4.000000,0.000000,0.666667,0.000000,7,7,IMAGE_QUALITY,michelson_contrast,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.598755,UNSAFE_DETECTABLE
N_LOW_CONTRAST__base,N_LOW_CONTRAST,N_NEGATIVE,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_MICHELSON_CONTRAST,3.060000,,,,2.754000,,,,3.060637,3.064651,0.004651,0.003767,0.001424,0.000212,0.015847,0.016100,0.052968,17.856506,0.055053,0.198506,214.553199,0.020897,0.083112,0.157775,0.070120,0.000168,0.475405,,27.000000,1.000054,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,IMAGE_QUALITY,michelson_contrast,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.643235,UNSAFE_DETECTABLE
N_MISSING_MARKER__base,N_MISSING_MARKER,N_NEGATIVE,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_FIDUCIAL,,FIDUCIAL_MISSING_MARKER,3.060000,,,,2.754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,FIDUCIAL,FIDUCIAL_MISSING_MARKER,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,2.729378,UNSAFE_DETECTABLE
N_MOTION_BLUR__base,N_MOTION_BLUR,N_NEGATIVE,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_SNR,3.060000,,,,2.754000,,,,3.045439,3.061747,0.001747,0.004460,0.001686,0.000172,0.064323,0.064391,0.211848,17.953064,0.055340,0.907823,14.276399,0.035473,0.080371,0.159035,0.055638,0.000196,0.662887,,27.000000,1.000078,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,IMAGE_QUALITY,snr,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.600182,UNSAFE_DETECTABLE
N_NONPLANAR_TILT-10__base,N_NONPLANAR_TILT-10,N_UNDETECTABLE,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.014372,2.988174,3.040571,2.754000,-0.045628,0.045628,0,3.014372,3.015728,-0.044272,0.004348,0.001644,0.000140,0.015656,0.015926,0.052397,17.943723,0.054207,0.909725,619.019803,0.006048,0.119536,0.185521,0.059324,0.000232,0.538391,,27.000000,1.000097,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,10.000000,True,True,P0-min-1.0.0,1.927839,UNSAFE_UNDETECTABLE
N_NONPLANAR_TILT-20__base,N_NONPLANAR_TILT-20,N_UNDETECTABLE,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,2.875345,2.848703,2.901988,2.754000,-0.184655,0.184655,0,2.875345,2.876590,-0.183410,0.004554,0.001721,0.000174,0.015938,0.016196,0.053285,17.918727,0.053478,0.909637,632.170785,0.007563,0.092282,0.170964,0.060074,0.000197,0.411027,,27.000000,1.000077,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,20.000000,True,True,P0-min-1.0.0,1.926274,UNSAFE_UNDETECTABLE
N_PLANE_OFFSET_UNDECLARED-1.5__base,N_PLANE_OFFSET_UNDECLARED-1.5,N_UNDETECTABLE,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.082362,3.057114,3.107610,2.754000,0.022362,0.022362,1,3.082362,3.083923,0.023923,0.004050,0.001531,0.000220,0.015070,0.015349,0.050497,17.910765,0.053812,0.910117,613.817015,0.008110,0.100521,0.174673,0.063850,0.000233,0.329759,,27.000000,1.000034,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,1.500000,0.000000,True,True,P0-min-1.0.0,2.671231,UNSAFE_UNDETECTABLE
N_PLANE_OFFSET_UNDECLARED-5.0__base,N_PLANE_OFFSET_UNDECLARED-5.0,N_UNDETECTABLE,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.140200,3.115772,3.164627,2.754000,0.080200,0.080200,0,3.140200,3.142101,0.082101,0.004058,0.001534,0.000153,0.014555,0.014850,0.048856,17.924838,0.053666,0.910333,395.753858,0.009532,0.094900,0.144852,0.061043,0.000227,0.446560,,27.000000,1.000085,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,5.000000,0.000000,True,True,P0-min-1.0.0,2.530457,UNSAFE_UNDETECTABLE
N_SHARPENING__base,N_SHARPENING,N_NEGATIVE,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_CLIP_DARK_FRAC,3.060000,,,,2.754000,,,,3.064843,3.069875,0.009875,0.005309,0.002007,0.000253,0.009689,0.010197,0.033548,17.941952,0.029330,0.999787,58.392754,0.199311,0.115699,0.187236,0.065034,0.000207,0.572378,,27.000000,1.000054,1.000000,2.000000,0.000000,0.000000,0.039931,7,7,IMAGE_QUALITY,clip_dark_frac,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,2.556844,UNSAFE_DETECTABLE
N_TINY_TEXT__base,N_TINY_TEXT,N_NEGATIVE,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY,,PHYSICAL_SIZE_NOT_ESTABLISHED_IMAGE_QUALITY|GATE_BLUR_SIGMA_MM,0.860000,,,,0.774000,,,,0.850003,0.853723,-0.006277,0.003975,0.001502,0.000101,0.023267,0.023325,0.076740,10.562725,0.090711,0.526116,18.567455,0.066603,0.106479,0.195663,0.055868,0.000386,0.567858,,27.000000,1.000174,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,IMAGE_QUALITY,blur_sigma_mm,BAR_I,FLAT_TOP,0.800000,0.030000,0.000000,340.000000,0.000000,0.000000,True,True,P0-min-1.0.0,2.394542,UNSAFE_DETECTABLE
N_UNSTABLE_BOUNDARY__base,N_UNSTABLE_BOUNDARY,N_NEGATIVE,base,synthetic,MEASURED,MEETS_SCREENING_THRESHOLD,,3.060000,3.060785,3.033646,3.087924,2.754000,0.000785,0.000785,1,3.060785,3.071020,0.011020,0.004387,0.001658,0.000150,0.016230,0.016498,0.054278,17.905385,0.053568,0.315244,317.502985,0.014509,0.106057,0.204837,0.058632,0.000199,0.561097,,27.000000,1.000144,1.000000,2.000000,0.000000,0.000000,0.000000,7,7,,,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.651935,UNSAFE_DETECTABLE
N_WRONG_FIDUCIAL__base,N_WRONG_FIDUCIAL,N_NEGATIVE,base,synthetic,PHYSICAL_SIZE_NOT_ESTABLISHED_FIDUCIAL,,FIDUCIAL_MISSING_MARKER,3.060000,,,,2.754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,FIDUCIAL,FIDUCIAL_MISSING_MARKER,BAR_I,FLAT_TOP,3.000000,0.030000,0.000000,200.000000,0.000000,0.000000,True,True,P0-min-1.0.0,3.329416,UNSAFE_DETECTABLE
